,census_tract,cluster_label
705,04013422404,less
706,04013422501,mild
707,04013422502,less
708,04013422503,less
709,04013422504,less
710,04013422506,less
711,04013422507,mild
712,04013422508,less
713,04013422509,less
714,04013422510,mild
715,04013422511,less
716,04013422512,mild
717,04013422513,mild
718,04013422514,mild
719,04013422607,mild
720,04013422609,less
721,04013422610,mild
722,04013422615,less
723,04013422617,mild
724,04013422618,mild
725,04013422620,mild
726,04013422621,less
727,04013422622,less
728,04013422623,less
729,04013422624,mild
730,04013422625,mild
731,04013422626,mild
732,04013422627,mild
733,04013422628,mild
734,04013422629,mild
735,04013422630,mild
736,04013422632,less
737,04013422633,mild
738,04013422634,mild
739,04013422636,mild
740,04013422637,less
741,04013422638,less
742,04013422639,mild
743,04013422640,mild
744,04013422642,less
745,04013422643,less
746,04013422647,mild
747,04013422648,less
748,04013422649,mild
749,04013422650,less
750,04013422651,mild
751,04013422652,mild
752,04013422653,mild
753,04013422654,less
754,04013422655,mild
755,04013422656,less
756,04013422657,mild
757,04013422658,less
758,04013422659,mild
759,04013422660,less
760,04013522802,mild
761,04013522901,less
762,04013522903,mild
763,04013522904,mild
764,04013523002,mild
765,04013523005,less
766,04013523006,mild
767,04013523007,mild
768,04013523008,less
769,04013523102,most
770,04013523103,less
771,04013523104,less
772,04013610001,most
773,04013610002,less
774,04013610100,mild
775,04013610201,less
776,04013610202,mild
777,04013610301,most
778,04013610302,mild
779,04013610400,less
780,04013610500,less
781,04013610600,less
782,04013610700,mild
783,04013610800,less
784,04013610901,less
785,04013610902,less
786,04013610903,less
787,04013611000,less
788,04013611100,less
789,04013611200,less
790,04013611300,less
791,04013611400,less
792,04013611500,mild
793,04013611600,less
794,04013611700,less
795,04013611800,most
796,04013611900,less
797,04013612000,less
798,04013612200,less
799,04013612301,less
800,04013612302,mild
801,04013612401,mild
802,04013612402,less
803,04013612500,less
804,04013612600,less
805,04013612700,mild
806,04013612800,most
807,04013612900,less
808,04013613000,less
809,04013613100,less
810,04013613200,mild
811,04013613300,less
812,04013613400,less
813,04013613500,most
814,04013613601,mild
815,04013613602,less
816,04013613700,less
817,04013613800,less
818,04013613900,less
819,04013614000,less
820,04013614100,mild
821,04013614200,less
822,04013614300,less
823,04013614400,less
824,04013614500,less
825,04013614601,mild
826,04013614602,most
827,04013614700,most
828,04013614800,less
829,04013614900,most
830,04013615001,less
831,04013615002,less
832,04013615100,less
833,04013615201,mild
834,04013615202,mild
835,04013615300,mild
836,04013615400,mild
837,04013615500,mild
838,04013615600,mild
839,04013615700,most
840,04013615800,less
841,04013615900,mild
842,04013616000,mild
843,04013616100,most
844,04013616200,less
845,04013616300,less
846,04013616400,less
847,04013616500,most
848,04013616600,less
849,04013616700,less
850,04013616800,less
851,04013616900,less
852,04013617002,mild
853,04013617100,less
854,04013617200,mild
855,04013617300,mild
856,04013617400,less
857,04013617500,mild
858,04013617600,mild
859,04013617700,less
860,04013617800,less
861,04013617900,less
862,04013618000,less
863,04013618100,less
