,census_tract,cluster_label
534,48113018140,less
535,48113018141,most
536,48113018142,most
537,48113018143,less
538,48113018144,mild
539,48113018145,less
540,48113018146,less
541,48113018147,less
542,48113018148,mild
543,48113018149,less
544,48113018150,less
545,48113018151,less
546,48113018152,less
547,48113018153,less
548,48113018154,less
549,48113018155,less
550,48113018156,less
551,48113018157,less
552,48113018158,mild
553,48113018159,less
554,48113018203,less
555,48113018204,mild
556,48113018205,less
557,48113018206,mild
558,48113018300,less
559,48113018401,less
560,48113018402,less
561,48113018403,mild
562,48113018501,mild
563,48113018505,most
564,48113018506,most
565,48113018507,most
566,48113018508,mild
567,48113018600,most
568,48113018700,less
569,48113018801,mild
570,48113018802,less
571,48113018900,less
572,48113019013,mild
573,48113019016,less
574,48113019018,mild
575,48113019019,mild
576,48113019020,less
577,48113019023,less
578,48113019024,less
579,48113019025,less
580,48113019026,less
581,48113019027,less
582,48113019028,less
583,48113019029,less
584,48113019031,less
585,48113019032,mild
586,48113019033,less
587,48113019034,mild
588,48113019035,mild
589,48113019036,less
590,48113019037,less
591,48113019039,less
592,48113019040,less
593,48113019041,less
594,48113019042,less
595,48113019044,less
596,48113019045,less
597,48113019046,mild
598,48113019047,mild
599,48113019048,mild
600,48113019049,less
601,48113019050,less
602,48113019051,less
603,48113019052,mild
604,48113019053,mild
605,48113019101,less
606,48113019102,less
607,48113019202,less
608,48113019203,less
609,48113019205,less
610,48113019208,mild
611,48113019210,less
612,48113019211,less
613,48113019212,mild
614,48113019213,mild
615,48113019214,mild
616,48113019215,less
617,48113019216,less
618,48113019301,most
619,48113019302,most
620,48113019400,most
621,48113019501,most
622,48113019502,most
623,48113019600,most
624,48113019700,most
625,48113019800,most
626,48113019900,mild
627,48113020000,less
628,48113020100,less
629,48113020200,less
630,48113020300,most
631,48113020401,most
632,48113020402,mild
633,48113020500,less
634,48113020600,most
635,48113020700,less
636,48113020800,most
637,48113020900,most
638,48113021000,less
639,48113021100,mild
640,48113021200,most
641,48113980200,less
